STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
41,067,031402,41067031402,314.02,Census Tract 314.02,G5020,S,4141317,0,+45.4986747,-122.8254269
41,067,031806,41067031806,318.06,Census Tract 318.06,G5020,S,2505379,0,+45.4751462,-122.8431182
41,067,031807,41067031807,318.07,Census Tract 318.07,G5020,S,1626526,0,+45.4745934,-122.8314025
41,067,031904,41067031904,319.04,Census Tract 319.04,G5020,S,1803543,0,+45.4245776,-122.7915139
41,067,032406,41067032406,324.06,Census Tract 324.06,G5020,S,3806735,31207,+45.5042230,-122.9192279
41,067,032200,41067032200,322,Census Tract 322,G5020,S,85618876,15491,+45.3811064,-122.9255365
41,067,032300,41067032300,323,Census Tract 323,G5020,S,49216691,20897,+45.4487918,-122.9113516
41,067,032603,41067032603,326.03,Census Tract 326.03,G5020,S,17878252,0,+45.5594545,-122.9693431
41,067,032404,41067032404,324.04,Census Tract 324.04,G5020,S,3706476,0,+45.5172168,-122.9439382
41,067,032503,41067032503,325.03,Census Tract 325.03,G5020,S,3838765,0,+45.4919270,-122.9620709
41,067,032604,41067032604,326.04,Census Tract 326.04,G5020,S,3150742,0,+45.5275390,-122.9922812
41,067,031606,41067031606,316.06,Census Tract 316.06,G5020,S,2441552,0,+45.5048261,-122.8737886
41,067,031613,41067031613,316.13,Census Tract 316.13,G5020,S,4646740,0,+45.5019526,-122.8495436
41,005,022500,41005022500,225,Census Tract 225,G5020,S,5647224,155949,+45.3452420,-122.6015275
41,005,022901,41005022901,229.01,Census Tract 229.01,G5020,S,24429486,410251,+45.2649782,-122.6422378
41,005,022702,41005022702,227.02,Census Tract 227.02,G5020,S,51051488,2112017,+45.3354303,-122.7044451
41,005,023202,41005023202,232.02,Census Tract 232.02,G5020,S,22051209,524898,+45.4040355,-122.4643562
41,005,021700,41005021700,217,Census Tract 217,G5020,S,4464021,501327,+45.3906320,-122.6213643
41,005,021900,41005021900,219,Census Tract 219,G5020,S,1537901,0,+45.3840972,-122.6024261
41,005,022000,41005022000,220,Census Tract 220,G5020,S,3605290,4760,+45.3885307,-122.5897297
41,005,021400,41005021400,214,Census Tract 214,G5020,S,3309708,23832,+45.4217315,-122.6230258
41,067,031706,41067031706,317.06,Census Tract 317.06,G5020,S,1641371,0,+45.4872928,-122.8437632
41,067,031703,41067031703,317.03,Census Tract 317.03,G5020,S,2428074,0,+45.4893078,-122.8798042
41,067,031704,41067031704,317.04,Census Tract 317.04,G5020,S,3116335,0,+45.4768538,-122.8823942
41,067,031804,41067031804,318.04,Census Tract 318.04,G5020,S,9633341,0,+45.4479569,-122.8732399
41,067,030200,41067030200,302,Census Tract 302,G5020,S,4730752,0,+45.5030471,-122.7776475
41,067,030900,41067030900,309,Census Tract 309,G5020,S,3423528,0,+45.4445965,-122.7755080
41,005,021300,41005021300,213,Census Tract 213,G5020,S,3422763,252456,+45.4126599,-122.6441273
41,005,023100,41005023100,231,Census Tract 231,G5020,S,97269481,990478,+45.3472062,-122.4700783
41,005,023300,41005023300,233,Census Tract 233,G5020,S,39810169,19876,+45.4308106,-122.3901621
41,005,023401,41005023401,234.01,Census Tract 234.01,G5020,S,48666367,175910,+45.4234584,-122.3107507
41,005,022800,41005022800,228,Census Tract 228,G5020,S,36604173,1196006,+45.2800534,-122.7422751
41,005,023800,41005023800,238,Census Tract 238,G5020,S,198187604,525412,+45.1612490,-122.6863880
41,005,980000,41005980000,9800,Census Tract 9800,G5020,S,1614288227,6705772,+45.0633234,-121.9883464
41,005,020505,41005020505,205.05,Census Tract 205.05,G5020,S,3420548,570825,+45.3922427,-122.6392883
41,005,020403,41005020403,204.03,Census Tract 204.03,G5020,S,4051827,22931,+45.3905062,-122.7048436
41,005,022107,41005022107,221.07,Census Tract 221.07,G5020,S,4579203,0,+45.4258747,-122.5605543
41,005,022105,41005022105,221.05,Census Tract 221.05,G5020,S,4591562,0,+45.4160102,-122.5422521
41,005,022108,41005022108,221.08,Census Tract 221.08,G5020,S,7220305,96000,+45.4016335,-122.5515456
41,067,031003,41067031003,310.03,Census Tract 310.03,G5020,S,3243492,0,+45.4671583,-122.8168005
41,067,031004,41067031004,310.04,Census Tract 310.04,G5020,S,2853138,0,+45.4494649,-122.8157361
41,067,031005,41067031005,310.05,Census Tract 310.05,G5020,S,2288799,0,+45.4687873,-122.7953283
41,067,031006,41067031006,310.06,Census Tract 310.06,G5020,S,2859238,0,+45.4543080,-122.7982186
41,067,031100,41067031100,311,Census Tract 311,G5020,S,907139,0,+45.4807348,-122.7996652
41,005,022206,41005022206,222.06,Census Tract 222.06,G5020,S,5898137,0,+45.4506676,-122.5551813
41,005,022205,41005022205,222.05,Census Tract 222.05,G5020,S,2501080,0,+45.4378760,-122.5486985
41,005,022208,41005022208,222.08,Census Tract 222.08,G5020,S,11416654,0,+45.4468720,-122.5071874
41,005,022207,41005022207,222.07,Census Tract 222.07,G5020,S,4052894,0,+45.4355900,-122.5238813
41,005,022301,41005022301,223.01,Census Tract 223.01,G5020,S,18885707,810768,+45.3847428,-122.5453333
41,005,022708,41005022708,227.08,Census Tract 227.08,G5020,S,30704177,1011321,+45.2912630,-122.8330203
41,005,022302,41005022302,223.02,Census Tract 223.02,G5020,S,18529104,25698,+45.3447330,-122.5528935
41,005,022606,41005022606,226.06,Census Tract 226.06,G5020,S,5344743,0,+45.3211890,-122.6146613
41,067,031200,41067031200,312,Census Tract 312,G5020,S,2333048,0,+45.4828644,-122.8161605
41,067,031507,41067031507,315.07,Census Tract 315.07,G5020,S,3344386,0,+45.5330742,-122.8160656
41,067,031508,41067031508,315.08,Census Tract 315.08,G5020,S,4550644,0,+45.5380417,-122.7980023
41,067,030502,41067030502,305.02,Census Tract 305.02,G5020,S,1979463,0,+45.4591212,-122.7543700
41,067,032902,41067032902,329.02,Census Tract 329.02,G5020,S,14849742,352493,+45.5106658,-123.0450110
41,067,030803,41067030803,308.03,Census Tract 308.03,G5020,S,2153319,0,+45.4084039,-122.7813084
41,067,031506,41067031506,315.06,Census Tract 315.06,G5020,S,1879457,0,+45.5362488,-122.8325369
41,023,960200,41023960200,9602,Census Tract 9602,G5020,S,4640018356,562306,+44.2838196,-119.2537302
41,023,960100,41023960100,9601,Census Tract 9601,G5020,S,7088849438,1331496,+44.6276205,-118.8394135
41,005,022605,41005022605,226.05,Census Tract 226.05,G5020,S,6302676,6066,+45.3209006,-122.5906136
41,005,022603,41005022603,226.03,Census Tract 226.03,G5020,S,3727733,4886,+45.3192246,-122.5698152
41,005,022707,41005022707,227.07,Census Tract 227.07,G5020,S,17204911,5289,+45.3287258,-122.8056348
41,005,022710,41005022710,227.10,Census Tract 227.10,G5020,S,2788906,273295,+45.3055335,-122.7474075
41,005,024400,41005024400,244,Census Tract 244,G5020,S,5885026,2030,+45.3182544,-122.7564610
41,005,022906,41005022906,229.06,Census Tract 229.06,G5020,S,2722586,29201,+45.2524940,-122.7012240
41,067,030700,41067030700,307,Census Tract 307,G5020,S,3738181,0,+45.4287026,-122.7532884
41,067,030801,41067030801,308.01,Census Tract 308.01,G5020,S,3689311,0,+45.4193881,-122.7718001
41,067,033000,41067033000,330,Census Tract 330,G5020,S,150108965,355896,+45.4478386,-123.0495846
41,067,033400,41067033400,334,Census Tract 334,G5020,S,195279257,28859,+45.7154185,-123.1607624
41,067,033500,41067033500,335,Census Tract 335,G5020,S,256167994,85400,+45.6795040,-123.2959113
41,067,033600,41067033600,336,Census Tract 336,G5020,S,389546228,4645851,+45.5029613,-123.2935060
41,067,031911,41067031911,319.11,Census Tract 319.11,G5020,S,2025445,5979,+45.4352241,-122.8075313
41,067,031910,41067031910,319.10,Census Tract 319.10,G5020,S,4103803,0,+45.4230578,-122.8120435
41,067,030805,41067030805,308.05,Census Tract 308.05,G5020,S,2321882,0,+45.3999613,-122.7802949
41,067,031907,41067031907,319.07,Census Tract 319.07,G5020,S,4847984,0,+45.3979107,-122.8178640
41,067,031908,41067031908,319.08,Census Tract 319.08,G5020,S,10696247,0,+45.4074576,-122.8422873
41,067,031813,41067031813,318.13,Census Tract 318.13,G5020,S,4579191,0,+45.4392255,-122.8437691
41,047,010801,41047010801,108.01,Census Tract 108.01,G5020,S,114708178,957203,+44.7768425,-122.9280424
41,047,010802,41047010802,108.02,Census Tract 108.02,G5020,S,108655489,1824142,+44.7610847,-123.0438741
41,047,010702,41047010702,107.02,Census Tract 107.02,G5020,S,194891830,1166714,+44.8401455,-122.7459612
41,047,001501,41047001501,15.01,Census Tract 15.01,G5020,S,3038642,0,+45.0094468,-123.0090264
41,047,010501,41047010501,105.01,Census Tract 105.01,G5020,S,395778553,31648,+44.9354903,-122.6147234
41,047,001200,41047001200,12,Census Tract 12,G5020,S,2264232,0,+44.9224110,-123.0378279
41,047,001300,41047001300,13,Census Tract 13,G5020,S,6851499,357174,+44.9317322,-123.0584318
41,047,010400,41047010400,104,Census Tract 104,G5020,S,79667102,92063,+45.0778700,-122.7846588
41,047,000900,41047000900,9,Census Tract 9,G5020,S,2042782,0,+44.9328699,-123.0184558
41,047,001601,41047001601,16.01,Census Tract 16.01,G5020,S,4019144,0,+44.9906704,-122.9807571
41,047,001702,41047001702,17.02,Census Tract 17.02,G5020,S,2012188,0,+44.9471127,-122.9712764
41,047,002800,41047002800,28,Census Tract 28,G5020,S,49147884,573643,+44.8429038,-123.0947509
41,047,001703,41047001703,17.03,Census Tract 17.03,G5020,S,7566348,0,+44.9422037,-122.9494981
41,047,001603,41047001603,16.03,Census Tract 16.03,G5020,S,13003483,0,+44.9750223,-122.9473037
41,047,002301,41047002301,23.01,Census Tract 23.01,G5020,S,3636356,0,+44.8705304,-123.0720776
41,047,010303,41047010303,103.03,Census Tract 103.03,G5020,S,98315230,144538,+45.1249943,-122.9025747
41,047,001000,41047001000,10,Census Tract 10,G5020,S,13757578,28890,+44.9074891,-123.0009125
41,047,001801,41047001801,18.01,Census Tract 18.01,G5020,S,3375282,0,+44.9241696,-122.9783893
41,047,010304,41047010304,103.04,Census Tract 103.04,G5020,S,3391731,0,+45.1348533,-122.8549850
41,047,010502,41047010502,105.02,Census Tract 105.02,G5020,S,4972972,42776,+45.0036839,-122.7754505
41,047,010100,41047010100,101,Census Tract 101,G5020,S,127267709,4348405,+45.2029128,-122.9554028
41,047,001503,41047001503,15.03,Census Tract 15.03,G5020,S,2303189,0,+44.9853452,-123.0183209
41,047,001701,41047001701,17.01,Census Tract 17.01,G5020,S,2506495,0,+44.9425581,-122.9833380
41,047,000200,41047000200,2,Census Tract 2,G5020,S,3132280,159863,+44.9421179,-123.0350176
41,047,000600,41047000600,6,Census Tract 6,G5020,S,2091202,0,+44.9468291,-123.0136613
41,047,001100,41047001100,11,Census Tract 11,G5020,S,2303122,0,+44.9056579,-123.0337955
41,047,000300,41047000300,3,Census Tract 3,G5020,S,2098277,128073,+44.9571998,-123.0267274
41,047,002700,41047002700,27,Census Tract 27,G5020,S,103208436,46746,+44.8740495,-122.9225194
41,047,001802,41047001802,18.02,Census Tract 18.02,G5020,S,8566985,0,+44.9170797,-122.9511972
41,047,010503,41047010503,105.03,Census Tract 105.03,G5020,S,101078362,318010,+44.9353118,-122.7764678
41,047,002000,41047002000,20,Census Tract 20,G5020,S,6395340,0,+44.8787946,-123.0167502
41,047,001803,41047001803,18.03,Census Tract 18.03,G5020,S,15749403,0,+44.8891497,-122.9698499
41,047,010701,41047010701,107.01,Census Tract 107.01,G5020,S,14516183,70917,+44.8051017,-122.7982897
41,047,002400,41047002400,24,Census Tract 24,G5020,S,31130356,1785165,+44.8775312,-123.1128075
41,047,001502,41047001502,15.02,Census Tract 15.02,G5020,S,2878832,0,+44.9976770,-123.0106023
41,047,000400,41047000400,4,Census Tract 4,G5020,S,5250220,209629,+44.9740153,-123.0149973
41,047,001602,41047001602,16.02,Census Tract 16.02,G5020,S,3020960,0,+44.9767912,-122.9793179
41,047,001604,41047001604,16.04,Census Tract 16.04,G5020,S,3404000,0,+44.9617311,-122.9776073
41,047,010600,41047010600,106,Census Tract 106,G5020,S,1111902923,11130357,+44.7997005,-122.1502479
41,047,002600,41047002600,26,Census Tract 26,G5020,S,94298446,40317,+45.0000523,-122.8827860
41,047,010305,41047010305,103.05,Census Tract 103.05,G5020,S,18849060,73421,+45.1447966,-122.8164078
41,047,000502,41047000502,5.02,Census Tract 5.02,G5020,S,1687854,0,+44.9714662,-122.9989272
41,047,001401,41047001401,14.01,Census Tract 14.01,G5020,S,8012792,426021,+45.0054159,-123.0500275
41,047,002502,41047002502,25.02,Census Tract 25.02,G5020,S,120468958,1396755,+45.0617983,-122.9737504
41,047,000501,41047000501,5.01,Census Tract 5.01,G5020,S,2320350,0,+44.9597364,-123.0011733
41,047,002102,41047002102,21.02,Census Tract 21.02,G5020,S,3077012,0,+44.8898693,-123.0463466
41,047,002303,41047002303,23.03,Census Tract 23.03,G5020,S,3511296,0,+44.8772785,-123.0449984
41,047,002202,41047002202,22.02,Census Tract 22.02,G5020,S,4023872,0,+44.8940801,-123.0673493
41,047,002101,41047002101,21.01,Census Tract 21.01,G5020,S,1051900,9026,+44.9028726,-123.0464597
41,047,002501,41047002501,25.01,Census Tract 25.01,G5020,S,5117456,0,+45.0248744,-123.0147415
41,047,002304,41047002304,23.04,Census Tract 23.04,G5020,S,5545436,0,+44.8639747,-123.0408709
41,047,010202,41047010202,102.02,Census Tract 102.02,G5020,S,59937551,250374,+45.1965838,-122.7958359
41,047,010307,41047010307,103.07,Census Tract 103.07,G5020,S,7449327,0,+45.1585520,-122.8653225
41,047,010201,41047010201,102.01,Census Tract 102.01,G5020,S,54651315,507949,+45.2274885,-122.8471998
41,047,002201,41047002201,22.01,Census Tract 22.01,G5020,S,1364516,0,+44.9086203,-123.0585535
41,069,960100,41069960100,9601,Census Tract 9601,G5020,S,4441179416,1242192,+44.7364108,-120.0268750
41,047,010306,41047010306,103.06,Census Tract 103.06,G5020,S,4610654,0,+45.1427721,-122.8731588
41,047,001402,41047001402,14.02,Census Tract 14.02,G5020,S,2572486,242390,+44.9892120,-123.0355217
41,047,000701,41047000701,7.01,Census Tract 7.01,G5020,S,3758595,0,+44.9404879,-122.9989164
41,035,970200,41035970200,9702,Census Tract 9702,G5020,S,4432828780,55235745,+42.6973333,-121.5461416
41,035,970100,41035970100,9701,Census Tract 9701,G5020,S,4295159503,95243386,+43.2691220,-121.7828995
41,035,970300,41035970300,9703,Census Tract 9703,G5020,S,2484675577,223061488,+42.3350489,-122.1080879
41,035,970800,41035970800,9708,Census Tract 9708,G5020,S,90364795,4587462,+42.1343093,-121.7634655
41,035,970900,41035970900,9709,Census Tract 9709,G5020,S,149290529,38249578,+42.2422218,-121.8859458
41,035,971000,41035971000,9710,Census Tract 9710,G5020,S,216766840,38006160,+42.2739830,-121.7357632
41,035,971100,41035971100,9711,Census Tract 9711,G5020,S,36696570,0,+42.2357608,-121.7125101
41,035,971200,41035971200,9712,Census Tract 9712,G5020,S,2250192,0,+42.2110798,-121.7362533
41,035,971400,41035971400,9714,Census Tract 9714,G5020,S,5170425,0,+42.1840752,-121.7253580
41,035,971500,41035971500,9715,Census Tract 9715,G5020,S,16851008,691584,+42.1874331,-121.7644180
41,035,971600,41035971600,9716,Census Tract 9716,G5020,S,2396981,0,+42.2166931,-121.7578624
41,035,971700,41035971700,9717,Census Tract 9717,G5020,S,2976030,0,+42.2295674,-121.7628136
41,035,971800,41035971800,9718,Census Tract 9718,G5020,S,3298073,789779,+42.2227516,-121.7839871
41,035,972000,41035972000,9720,Census Tract 9720,G5020,S,17762017,5161800,+42.2621126,-121.7985975
41,035,971300,41035971300,9713,Census Tract 9713,G5020,S,5375385,0,+42.1957202,-121.7144435
41,035,971900,41035971900,9719,Census Tract 9719,G5020,S,2360573,0,+42.2367475,-121.7864601
41,035,970500,41035970500,9705,Census Tract 9705,G5020,S,2542604073,30859746,+42.2903553,-121.1010728
41,035,970600,41035970600,9706,Census Tract 9706,G5020,S,128659473,80070,+42.0257966,-121.4422886
41,035,970700,41035970700,9707,Census Tract 9707,G5020,S,398101774,2342510,+42.0729985,-121.6603754
41,035,970400,41035970400,9704,Census Tract 9704,G5020,S,553663718,9436706,+42.2695943,-121.5992083
41,017,001200,41017001200,12,Census Tract 12,G5020,S,256734268,136461,+44.1011629,-121.1197467
41,017,001300,41017001300,13,Census Tract 13,G5020,S,18070728,59656,+44.0708067,-121.3454139
41,017,001400,41017001400,14,Census Tract 14,G5020,S,12753584,139709,+44.0425834,-121.3494932
41,017,001500,41017001500,15,Census Tract 15,G5020,S,4680330,127773,+44.0469362,-121.3074409
41,017,001700,41017001700,17,Census Tract 17,G5020,S,4718500,0,+44.0736023,-121.2714671
41,017,002000,41017002000,20,Census Tract 20,G5020,S,12933919,0,+44.0138812,-121.3015376
41,017,002100,41017002100,21,Census Tract 21,G5020,S,14274025,273573,+44.0161093,-121.3403858
41,017,001600,41017001600,16,Census Tract 16,G5020,S,4906790,60153,+44.0671436,-121.2998537
41,017,001100,41017001100,11,Census Tract 11,G5020,S,54098117,0,+44.1189486,-121.3127980
41,017,000700,41017000700,7,Census Tract 7,G5020,S,140447377,268937,+44.3427157,-121.1830055
41,017,000800,41017000800,8,Census Tract 8,G5020,S,9379532,0,+44.2932673,-121.1831678
41,017,000900,41017000900,9,Census Tract 9,G5020,S,16329211,1879,+44.2573989,-121.1668598
41,017,001800,41017001800,18,Census Tract 18,G5020,S,6442235,0,+44.0520837,-121.2796490
41,017,000100,41017000100,1,Census Tract 1,G5020,S,3458151917,10508563,+43.7611386,-120.8356595
41,017,000200,41017000200,2,Census Tract 2,G5020,S,817270486,66241457,+43.7157089,-121.7340076
41,017,000300,41017000300,3,Census Tract 3,G5020,S,155097751,0,+43.7809459,-121.4721612
41,017,000500,41017000500,5,Census Tract 5,G5020,S,1969908237,15045247,+44.0970190,-121.7030730
41,017,000600,41017000600,6,Census Tract 6,G5020,S,442569833,722710,+44.2658984,-121.3671284
41,017,000402,41017000402,4.02,Census Tract 4.02,G5020,S,54735272,865756,+43.8848952,-121.4599091
41,017,001902,41017001902,19.02,Census Tract 19.02,G5020,S,22102818,0,+44.0245156,-121.2613939
41,017,001901,41017001901,19.01,Census Tract 19.01,G5020,S,35355582,0,+44.0261591,-121.2182389
41,017,001002,41017001002,10.02,Census Tract 10.02,G5020,S,78697535,0,+44.1840150,-121.2092383
41,017,001001,41017001001,10.01,Census Tract 10.01,G5020,S,83926905,0,+44.2438244,-121.1865580
41,017,000401,41017000401,4.01,Census Tract 4.01,G5020,S,143480204,295169,+43.9310830,-121.3746305
41,001,950200,41001950200,9502,Census Tract 9502,G5020,S,20004678,0,+44.7786470,-117.8751526
41,001,950300,41001950300,9503,Census Tract 9503,G5020,S,1750622770,5232579,+44.5605166,-117.5792357
41,001,950400,41001950400,9504,Census Tract 9504,G5020,S,5382767,178980,+44.7911500,-117.8172115
41,001,950500,41001950500,9505,Census Tract 9505,G5020,S,501041096,1304625,+44.9038966,-117.7857663
41,001,950600,41001950600,9506,Census Tract 9506,G5020,S,2797622109,30626177,+44.8510740,-117.2473647
41,001,950100,41001950100,9501,Census Tract 9501,G5020,S,2872335513,14489033,+44.6150082,-118.1527414
41,033,361400,41033361400,3614,Census Tract 3614,G5020,S,201117888,0,+42.2446632,-123.3040432
41,033,360400,41033360400,3604,Census Tract 3604,G5020,S,216785958,188723,+42.5333029,-123.2753322
41,033,361600,41033361600,3616,Census Tract 3616,G5020,S,1180850344,654149,+42.0757648,-123.5539613
41,033,360100,41033360100,3601,Census Tract 3601,G5020,S,903888333,575074,+42.6087890,-123.5626720
41,033,361500,41033361500,3615,Census Tract 3615,G5020,S,715946722,558096,+42.3143671,-123.6676376
41,033,360900,41033360900,3609,Census Tract 3609,G5020,S,655812527,1118914,+42.4635032,-123.7080812
41,033,361200,41033361200,3612,Census Tract 3612,G5020,S,6420087,135271,+42.4189713,-123.3229860
41,033,361300,41033361300,3613,Census Tract 3613,G5020,S,111499736,200837,+42.3725330,-123.2627988
41,033,360702,41033360702,3607.02,Census Tract 3607.02,G5020,S,4523121,315161,+42.4286939,-123.3326591
41,033,360300,41033360300,3603,Census Tract 3603,G5020,S,87830858,222580,+42.5504316,-123.4310720
41,033,360701,41033360701,3607.01,Census Tract 3607.01,G5020,S,3391056,0,+42.4382130,-123.3360615
41,033,361100,41033361100,3611,Census Tract 3611,G5020,S,12989226,178420,+42.4211528,-123.3850885
41,033,361000,41033361000,3610,Census Tract 3610,G5020,S,48271441,452189,+42.3905727,-123.4071889
41,033,360800,41033360800,3608,Census Tract 3608,G5020,S,77435532,1044599,+42.4651927,-123.4340451
41,033,360600,41033360600,3606,Census Tract 3606,G5020,S,14726441,0,+42.4624161,-123.3477798
41,033,360500,41033360500,3605,Census Tract 3605,G5020,S,5230588,0,+42.4418629,-123.3083591
